TIME_PERIOD,GDP,C,G,INV,EXP,IMP,CPI_energy,IP,IP_MFG,PV_C,RT,EMP,UNRATE,HE,ULC,IRST,IRLT,CPI,CPI_core,RHP,PIR,SP,NEER,COM,CA_GDP
2001-Q1,1.063859067526833,-0.0022098472812637,1.6639451659367868,2.185012601207287,-0.6323674610263497,-1.182561071022569,0.614656710830472,-1.0726830162354437,-1.0619422490152917,0.4216652141379098,0.9067769050256924,-1.5346841595977974,1.3785160958507758,0.5642941184242387,-0.2213265208303005,-1.0805921533447158,-1.5176081301877469,1.279844684588369,1.8853607438807989,-1.0274619351874932,-0.8880260531855173,2.934962655666082,-2.2092740964004136,1.279852613694472,0.1828511104620812
2001-Q2,0.4766088631025528,1.731303383217878,-2.290558957308888,-0.5001967150824103,-2.2179877863374218,-1.753325954254764,-0.296933800807967,0.5958359131056131,0.5149824607756744,2.173023934619249,2.0602521452591644,4.304139242253652,-2.3304025740248773,-0.1331411792959583,0.7049076697069875,-0.1123160138242641,1.2471867208775629,1.1721805455353091,1.311000862279653,1.183135423021444,0.114681135930018,-0.6882308841124649,-0.0557183719733107,1.172184724963285,-0.219491367516617
2001-Q3,-0.3620488901113042,-1.1612907713946845,2.7739889151466977,1.2542420642441117,-1.073471312230382,-0.3418859172185973,-0.2611604122887524,-0.2272297688798252,-0.2478382307926773,1.248820858165271,1.201629684800169,-2.0087326576763305,-0.9522590184676104,-0.0345116476951384,0.3834655775280179,-1.085907484594841,-1.37099614475716,-0.1042808989282688,-0.4842358176237238,1.5630196502704827,1.1866300335170257,-0.4030125113473101,0.1736391267780471,-0.1042883643867342,-1.2912188980419586
2001-Q4,0.4328895780677819,0.4873395777887543,-2.223154747315437,-1.6159028090082777,-0.4122335960077428,-0.2322785813279102,-0.9305538477523474,-0.1186776231832194,-0.1509203202953859,-0.1127313478834908,0.5026011526014523,-0.2292531470519577,0.0447915363967193,-0.5495871465471165,-0.2188180473962009,-0.7076813671392651,0.5836128572987094,-0.7031612832984523,0.5612573429985414,1.227535772046963,0.6503064816269972,1.4961046980369568,0.3223133607664613,-0.7031570624566751,-0.0876179949526182
2002-Q1,0.9994949405384732,1.1675006031794546,1.427271616907042,1.3041802898410957,0.631198441340577,-0.130079681414592,-0.82216422315145,0.8485085881164431,0.9393313201099296,0.4540513433706925,2.351026893280842,0.2519234243632164,-1.0180919869658165,1.555115789832509,1.0834207643097302,0.2733888917573012,0.4769765124455176,-0.3039635000058089,0.301948329382169,3.3008062301747234,3.1512679241115076,2.041852523535327,-0.1498135423469098,-0.303958537091915,1.272051705297486
2002-Q2,-0.7510644585363396,-1.619320396170775,-1.3916962177605634,-0.5912834772836638,0.7484106689403508,0.952630584699304,0.1126330736345232,0.5879595653992153,0.4964778176340334,-0.7207349504145095,0.0771809946440616,0.0299970144460602,-0.9301900891985032,1.9093487015907635,1.6759532699676616,0.3634212318885936,-0.0048660207942871,1.5167062127403246,2.061228735672488,1.6644227619408205,1.6620567807545417,-2.6018427862489215,0.5513489245839375,1.5167083293854426,-0.3970214493916453
2002-Q3,-0.1952849434776315,-0.7436580833231383,-0.6446762121929535,-0.1608428238631527,0.5388987965702189,0.33745469651943,-0.2940730168066364,0.3563145821333449,0.3685225709304131,0.4649985053758876,1.2951901560705024,-0.4415489648267486,-0.8008198208922377,0.3043461514695855,-0.3617509655243609,0.0763389867028865,-0.9378859913434128,-0.4688488854764909,-0.0042036570791944,1.3375886517584803,1.6906095559351575,-1.817622717079688,1.1165277118602384,-0.4688747835083703,-0.1786333876176506
2002-Q4,-0.5954678635168177,-0.2745187965579013,2.047867067678351,0.7510630627465892,0.6916799904534892,0.9034975863834902,0.6126969112117594,0.3292411919574818,0.2009126446808455,1.1527834899877711,-1.4892492219056246,-0.4893187559147922,0.0394341905295758,1.4154587419361064,0.9091401227477528,0.0118192140195246,-0.7344927421101707,0.9433851579969132,1.8246840648278668,0.8345929364568646,1.3704384941443806,0.6014086383002076,-0.3359102269470304,0.943428178396659,-0.158388614404988
2003-Q1,-1.4376422317072022,-0.2142038170055004,-1.0972740325630053,-0.8203065910172204,0.1797888497096228,0.7497340735028467,0.904877739118402,-0.5184649841795353,-0.4437033333347164,0.4231232844396929,-1.7427619434811337,-0.6568000327387731,0.9750917852644267,0.2852672964100995,1.7650589659650011,-0.2380322192118097,-1.1509711884965943,1.313318608849786,0.5313909406367823,-0.0541689436760802,0.2263184419466803,-0.6939772893824628,-0.220612307580557,1.313305631749114,-0.5450008072593827
2003-Q2,0.5666675047900208,-0.4665386488265605,-0.3319693082123751,-0.4608716290404085,-0.2129307601079608,-1.1928310491654872,-0.8663675229846484,0.0006957712003649,-0.0015329712793936,0.0551667911814776,-1.4265564093690548,0.2050463643540124,1.4055554269671668,-0.5737789068388722,-0.637343396005176,-0.2736346638073704,-1.0930577104907102,-0.0891590259445047,1.6256078630472943,1.231034062062718,0.635969169044155,1.6641448510869332,-0.5183216047416269,-0.0891660405982504,0.8043079073275116
2003-Q3,1.205642204948308,0.8493165814731496,0.4495514876666712,0.3337396786599395,0.914149033114504,0.1379327873924619,-0.3088871820158348,0.1286252776432702,0.1695214384392024,0.3255056295496925,0.7099153222877691,0.9423826493651832,0.5567781063737207,0.3169037884235907,0.1705244154303595,-0.7931395385685011,0.8560766558977874,-0.7570099918913051,-0.7659942506506126,0.6884690980344489,-0.0658807042161883,1.437034156788,0.7205184806934888,-0.757013271209116,1.2209865462453482
2003-Q4,1.057794191703453,-0.0379314954892691,0.4080388923597864,0.8740968393152027,1.857286144109126,1.7999561137067015,-0.0858302920598651,1.6763534789341703,1.616387737392465,1.0022655800446942,-0.6294714963650394,0.1752365818941904,0.8048261764785549,0.2395165928110918,-0.9610253190917492,0.2629750976926725,0.4253196315518341,1.6465115159642296,0.4211971065636014,-0.2305634466962118,-0.3343638571874285,-1.061217414932041,-0.9672787635664176,1.6465165688678822,0.4278014864734962
2004-Q1,-1.122827219475779,-0.0138942255787766,-1.320784657744216,-1.1705399303527324,1.722423293376968,0.9005401538489364,1.2256008408769796,0.8233309387878308,0.895042949406606,0.3733052308538756,0.0586571786743207,1.4078666793171537,-1.3081936500784936,0.7331875247498308,0.6008875193894984,0.0140318728343578,0.3494544528641168,0.778788048764428,-0.1224451316683334,-1.0775971551323944,-1.6000751746563011,0.1130541340022344,-0.2572939887554344,0.7788121501043362,0.2295135450557056
