Date,Revenue_R,Sales_R,Price_R,Revenue_C,Sales_C,Price_C,Revenue_I,Sales_I,Price_I,unemployment_rate,payroll_employment,coincident_index
1991-01-01,1.2072258662345492,1.3135095988782328,-0.3625081844323184,0.6066666454498896,0.5710611178798249,0.28212856247965873,-0.1954375928713262,-0.877657213928129,0.2545972749688817,0.3632394463471137,-0.98265065855631,-0.8202969311108822
1991-02-01,-0.09822409769461787,-0.03027750876118409,-0.09509330716824675,-0.4522227041635014,-0.32361826797889687,0.10120829692742131,-0.04864696648546179,0.07922329734033073,-0.05770687628500319,0.02394985360530408,0.2650369356112375,-0.2285791468380665
1991-03-01,-0.3311153656489408,-0.5116562754713495,0.48358156462443247,-0.014429201219870676,-0.010433678039120948,-0.21509896070302384,-0.1697347530184771,-0.30060768775870994,0.010036222257389859,0.3632394463471107,0.4711567148022395,-0.19377221835151465
1991-04-01,-0.4759207469464895,-0.8748685937007155,1.0099164014952953,0.17599827283566316,0.28628761832296823,0.004864045874235552,-0.045211161644984496,0.17311833016134293,-0.10632857400892577,0.02394985360530408,-0.13242279178297706,-0.43742071775787217
1991-05-01,0.8009914529335916,1.2450024727626414,-1.1572050036004868,-0.1037258746888245,0.08971692735499892,-0.08143127934168183,-0.11128454438566403,0.46912553648251787,-0.3911592843683867,-0.3153397391365025,-0.452612287565614,-0.3678068607846201
1991-06-01,2.0457403390372395,2.2389338686664875,-0.29158398223988635,0.513338862131847,1.9057070254066757,-0.8738866170414262,0.3189847000000551,0.04009438721734918,0.14662545595175636,-0.3153397391365055,0.7512229868037165,0.1542970665148446
1991-07-01,-1.756182447427297,-1.9976370653220559,0.42895984360756995,-0.3516686534718811,-2.3398369968590895,0.8314425152331848,0.1689819410206645,0.8744350086541023,-0.18718828083919684,-0.3153397391365025,0.2420005770387335,-0.08935143289156236
1991-08-01,-0.06772283090001788,0.0917787713954033,0.23127210713262433,0.41792119642425146,0.8612229716284691,0.468293233298233,0.4818830471717389,-0.2103166381396033,0.21707583981944895,0.02394985360530408,0.48350382702803407,0.049876281054941775
1991-09-01,0.22193607502569385,0.37233516222830076,-0.6233925869102348,-0.9900392139875387,-0.10478794948848122,-0.8779783204534352,-0.69537761970555,0.17863944754717984,-0.33369037503051857,-0.3153397391365055,0.22090678912515382,-0.0545445044049116
1991-10-01,-0.35805388267197097,-0.5631722348128959,0.038742182337256625,0.09109296031514698,-1.0172802386478434,0.6778720532519675,0.31260516601740673,-0.5266141466986541,0.4741232213559282,0.3632394463471137,0.4240296774867705,0.015069352568340471
