Date,Revenue_R,Sales_R,Price_R,Revenue_C,Sales_C,Price_C,Revenue_I,Sales_I,Price_I,unemployment_rate,payroll_employment,coincident_index
1991-01-01,0.33315193349382205,1.4439224595244808,-0.21071165685197157,2.683342247386968,2.5724111264672502,0.8784181476269314,-1.1866529493365932,-0.06713340250421658,-0.7486193950396164,0.16874206552789592,0.18231827195367709,-0.14927064574452337
1991-02-01,-0.7172041293516903,-1.0292759465441357,-2.63644734145329,-2.3175903876207142,-2.6569125507153433,-0.39005379817188907,-1.22010123779956,-0.42486210591514484,-0.49542824205090485,0.3339848716324008,-0.21485457982684217,-0.2409280597981781
1991-03-01,0.14495362786916066,-0.6739116867550171,3.205466600400287,0.5997252167137114,-0.3952618539941738,1.3120875535117824,0.955970381375047,0.5014010266376663,0.05923582545299184,0.16874206552789445,0.1050371401322487,-0.1427236875978304
1991-04-01,0.20254305640203046,0.5025416084809013,-0.6134929530505538,-0.0806061717459832,0.19646321024042393,-0.42922977527812833,0.13977507388219015,0.1392115483815047,0.07397352415260397,0.0034992594233895368,0.048970038740850784,-0.08380106427762647
1991-05-01,-0.08309727445482615,-0.2246075084808061,0.26416834633101094,-1.3931702360648963,-1.1324547918583445,-0.01301688938698277,-0.5340149274747203,-0.5824574519284422,-0.055285573902249835,0.16874206552789445,0.24925652577091,-0.14272368759783507
1991-06-01,0.14039802183792882,0.3582193826486482,-0.24730853015013274,0.577057568074113,0.5365446505381318,0.12057884709670723,0.011694235456582032,0.04219242265166651,0.155592603963617,0.0034992594233895368,-0.27698060093486065,-0.09689498057100772
1991-07-01,-1.3424893106190101,-1.375659544858043,-0.33593996599971226,-0.6451789872703895,-0.8604875548145087,0.21756459355046667,-2.536180699798649,-0.11492239573473402,-0.9395216535397041,0.0034992594233895368,0.37232830799035976,-0.06416018983755695
1991-08-01,-0.11226460877559126,0.10398078041877828,0.09064776963647517,0.534111694450682,0.4584742086811209,-0.1221556340331031,-0.31883079549036464,0.3023316473014097,-0.3609861226376237,0.0034992594233895368,-0.17329598184508416,-0.09034802242431476
1991-09-01,-0.08225217227157855,-0.25730080509236214,-0.28036338951364,0.09909772501284606,0.12673418854633683,0.17177792117540563,0.5323680129573231,0.04684402009388598,-0.019240339161208084,0.16874206552789592,0.10897917816913341,-0.13617672945114678
1991-10-01,-0.5853726913218799,-0.6490855131520987,-0.17467041103022657,0.20611142466595445,0.6878995403097002,-0.7515968084752901,0.0022252067379820934,0.2826691297194567,-0.2505132949255909,0.3339848716324008,0.12896393780241958,-0.18855239462465778
1991-11-01,-0.1754129280430163,0.4575063144581077,-0.8185100522422046,-0.4002675085597617,1.1109377509027507,-0.7002667936999276,-0.5365723611874562,-0.06067460242235919,-0.2562650092226687,0.16874206552789445,-0.15965964683116676,-0.14272368759783507
1991-12-01,-1.7674812767297057,-1.4432657224106054,-1.2910648258131698,-1.9446275917323403,-1.9381118484545437,-1.1941856306367657,-0.11815776288865484,-0.05657319761437581,-0.1418088921533786,0.16874206552789445,-0.015664860886806166,-0.1427236875978304
1992-01-01,0.5155651629459408,0.34075000373048503,1.7527423770297361,1.3961165135158475,0.43249181944344445,1.7055656264382104,-0.37424473504823796,-0.38123364677941657,0.09111221946192681,0.3339848716324008,0.6126350560521556,-0.1689115201845929
1992-02-01,-0.512288262159498,-0.80330294972772,-1.7898166525313537,-0.5013227860547214,-0.42990242324637845,-2.3776226305117216,0.1271046661958035,0.01129409415810935,0.37008408914727264,0.0034992594233895368,0.09208572721362518,-0.051066273544180356
1992-03-01,0.21936161706926718,0.4338006365189137,1.2451419918028657,0.6744394886542918,0.22184122435630632,2.638536336842258,0.0340121874241587,-1.043396436821725,-0.04485196243967133,0.16874206552789592,0.03040698574248684,-0.1427236875978304
1992-04-01,0.1304740790028324,-0.4727135801065863,0.9140891857781908,0.9642431228026525,0.31951097512542276,0.477535348720975,0.5900002276888524,0.7035231037834977,0.04077903468134958,0.16874206552789445,-0.1192545482295912,-0.13617672945114678
1992-05-01,0.5316745235908621,0.6893574907911232,-0.32459861908255105,0.5835861006460525,0.8137091283266765,-0.21446355649707355,-0.16548607207916646,0.2741116085492475,-0.13294924674050482,0.16874206552789445,0.15874498644073837,-0.13617672945114212
1992-06-01,-0.28169109429326167,-0.2693523386400914,-0.08558379470171355,-0.3403256367549988,-0.11449198090896162,-0.19024147047181014,0.18047877014854075,-0.13165022022902464,0.22513873494183623,0.0034992594233895368,-0.051763465484777484,-0.07725410613093818
1992-07-01,0.9065856481575112,0.9368771395969139,0.17900129722599264,0.6793330531557189,0.8605896658330512,-0.17042035502540265,0.11635236931938539,-0.08817526629302978,0.21541237550176023,0.16874206552789592,-0.3565114412359905,-0.1820054364779695
1992-08-01,0.7128974472730615,1.505349686064775,-1.165467455813867,-0.6429981999316454,-0.8148816500639616,0.14050393926989016,0.23552197109754808,0.44587233518768865,0.03869106982143085,0.16874206552789445,0.2660940424224975,-0.12962977130445383
1992-09-01,-0.1233742558873992,-0.8215296691006907,0.6802797584571197,-0.057977400534653424,-0.0921459330064368,-0.01667477558834664,-0.9862201074696597,-1.509606482885299,0.009022649706221587,0.16874206552789592,-0.011688713283867362,-0.14272368759783507
1992-10-01,-0.05538582382684902,-0.4389094609804517,0.5176767029093408,0.49083645393115755,0.3778945569303694,0.08781732918696122,-0.505223278902628,0.06922857774525,-0.3324085455373725,0.16874206552789445,0.11607938058597979,-0.13617672945114212
1992-11-01,-0.36652660218862876,0.0032385220811018767,0.11708590866775824,0.023380429698970816,0.9025594983089272,-0.12598786094223197,0.8863771729368953,0.48764349385879757,0.014611000185630737,0.0034992594233895368,-0.180507945389935,-0.09034802242431476
1992-12-01,1.3608351403604078,1.040291778595148,0.2556495210675617,0.14437067541133675,-0.6365017893965994,0.03606883498838955,-0.8170506758751128,-0.5306794510728701,-0.1676441650653189,0.16874206552789445,0.2430215326300988,-0.13617672945114678
1993-01-01,1.3597719542877942,2.17627953413867,-0.6132084595564372,1.8488951086450196,1.7184293688447438,0.20016802461496933,0.5846160199373378,1.1845019105547983,-0.21536413625478457,-0.1617435466811154,-0.7926426808449454,-0.05761323169086865
1993-02-01,0.031128661965971794,-0.7659022258889254,0.2152346787220429,-0.6382582784016555,-0.9648836288258238,0.04556870855340969,-0.40061056282918933,-0.9867295639622605,0.13859431056551635,0.0034992594233895368,0.41140765623754555,-0.07725410613093818
1993-03-01,-1.6140312315079017,-0.8667822556819212,-0.7238975998893441,-1.4737999433573192,-0.22835496946200745,-0.8912579380684292,-0.05459012647579253,0.026192635123914544,-0.07401949404878955,-0.1617435466811154,0.01398462873589849,-0.018331482810729577
1993-04-01,-0.3706596599102331,-0.10048187701903516,-0.47676238643392466,-0.14193605270882226,-0.35735840327413126,0.045549443249609314,0.4556210501319449,-0.007752041585776319,0.20094999961559007,-0.16174354668111687,0.2277697532481964,-0.00523756651735299
1993-05-01,0.35813616327277864,0.4314373942210375,-0.1917876544894385,1.247506834704786,0.4355519278100001,0.8903379214967178,0.39319776942555373,0.40040117558769395,0.21913289955620727,0.0034992594233895368,0.1332350632117579,-0.06416018983755695
1993-06-01,-0.7883529923610756,-1.2974792312352172,0.4676043365786966,-0.05012803383628049,-0.19592534662697014,0.15500598018002043,0.25350350575819686,0.04198606369407137,0.1286539860473549,-0.1617435466811154,0.28553808568452066,0.03404418236278608
1993-07-01,-0.38858633161304074,-0.18904103595934824,-0.28381691283796157,-0.9874326476148181,-0.9598676580656282,0.11462809429652251,-1.0247933937605214,-0.3279091224159337,-0.28574537369040154,0.0034992594233895368,0.5290638348840908,-0.024878440957417872
1993-08-01,0.40083337295255517,0.49371775702565773,0.3448698877196712,-0.6014354069965336,-0.6623102679990314,0.12800494197460618,0.7395399380818559,0.3257429741752217,0.17746100032095885,-0.16174354668111687,-0.2601635232504138,0.0013093916293353037
